Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
16/18,The condition variable_3 implies that variable_2 is greater than variable_5 must have been true since the last time in the past when variable_1 was less than variable_6 was true.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 < variable_6),True
17/19,The condition variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was less than variable_6 occurred.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 < variable_6),True
18/20,The condition variable_3 implies that variable_2 is greater than variable_5 must have held since once in the past variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),True
19/21,The condition variable_3 implies that variable_2 is greater than variable_5 must have been true since the last time in the past when variable_1 was less than variable_6 was true.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 < variable_6),True
20/22,The condition variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was less than variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 < variable_6),True
21/23,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
21/24,The condition variable_3 implies that variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5) S O(variable_1 < variable_6)),False
22/25,The condition that variable_3 implies variable_2 is greater than variable_5 must hold since the last time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
23/26,The condition variable_3 implies that variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
24/27,The condition variable_3 implies that variable_2 is greater than variable_5 must have been true since the last time in the past when variable_1 was less than variable_6 was true.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 < variable_6),True
25/28,The condition variable_3 implies variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),True
26/29,The condition variable_3 implies that variable_2 is greater than variable_5 must have held continuously since at some past time variable_1 was equal to variable_6,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),G((variable_3 -> (variable_2 > variable_5)) S (variable_1 = variable_6)),
27/30,The condition variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was less than variable_6 was true.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 < variable_6),True
28/31,The condition variable_3 implies that variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
29/32,The condition variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was less than variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 < variable_6),True
30/33,The condition variable_3 implies that variable_2 is greater than variable_5 must have held since once in the past variable_1 was equal to variable_6,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),True
31/34,The condition variable_3 implies that variable_2 is greater than variable_5 must have held since once in the past variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),True
32/35,The condition variable_3 implies that variable_2 is greater than variable_5 must have held since once in the past variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S O (variable_1 = variable_6),True
33/36,The condition variable_3 implies variable_2 is greater than or equal to variable_5 has been true since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5)) S O (variable_1 < variable_6),True
34/37,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
35/38,The condition variable_3 implies that variable_2 is greater than variable_5 must have held since once in the past variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S O (variable_1 = variable_6),True
36/39,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
37/40,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
38/41,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
39/42,The condition variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
40/43,The condition variable_3 implies that variable_2 is greater than variable_5 must have held continuously since at some past time variable_1 was equal to variable_6,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),G((variable_3 -> (variable_2 > variable_5)) S (variable_1 = variable_6)),
40/44,The condition variable_3 implies that variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5) S O(variable_1 < variable_6)),False
41/45,The condition variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was less than variable_6 was true,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 < variable_6),True
41/46,The condition variable_3 implies that variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 -> (variable_2 >= variable_5) S O(variable_1 < variable_6)),False
42/47,The condition variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was less than variable_6 occurred,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 < variable_6),True
43/48,The condition variable_3 implies variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),True
44/49,The condition that variable_3 implies variable_2 is greater than variable_5 must hold since once in the past it was the case that previously variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (Y (variable_1 = variable_6))),(variable_3 → (variable_2 > variable_5)) S (O (Y (variable_1 = variable_6))),True
45/50,The condition variable_3 implies that variable_2 is greater than variable_5 must have been true since the last time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
46/51,The condition variable_3 implies that variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
47/52,The condition that variable_3 implies variable_2 is greater than variable_5 must hold since the last time variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
47/53,The condition variable_3 implies that variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 -> (variable_2 >= variable_5) S O(variable_1 < variable_6)),False
48/54,The condition variable_3 implies that variable_2 is greater than variable_5 must have held continuously since at some past time variable_1 was equal to variable_6,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),G((variable_3 -> (variable_2 > variable_5)) S (variable_1 = variable_6)),
49/55,The condition variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was less than variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 < variable_6),True
50/56,The condition variable_3 implies variable_2 is greater than variable_5 must have held since at some past time variable_1 was equal to variable_6,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
51/57,The condition variable_3 implies that variable_2 is greater than variable_5 must have held continuously since at some past time variable_1 was equal to variable_6,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),G((variable_3 -> (variable_2 > variable_5)) S (variable_1 = variable_6)),
52/58,The condition variable_3 implies that variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
53/59,The condition variable_3 implies that variable_2 is greater than variable_5 must have held since once in the past variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
54/60,The condition variable_3 implies variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5)) S O (variable_1 < variable_6),True
54/61,The condition variable_3 implies that variable_2 is greater than variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 > variable_5) S O(variable_1 < variable_6)),False
54/62,The condition variable_3 implies that variable_2 is greater than variable_5 has been true since once in the past it was the case that previously variable_1 was less than or equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (Y (variable_1 ≤ variable_6))),(variable_3 → (variable_2 > variable_5) S (O (Y (variable_1 ≤ variable_6)))),False
55/63,The condition variable_3 implies variable_2 is greater than or equal to variable_5 has been true since once in the past variable_1 was less than variable_6,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),True
55/64,The condition variable_3 implies that variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5) S O(variable_1 < variable_6)),False
56/65,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
57/66,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
58/67,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
59/68,The condition variable_3 implies that variable_2 is greater than variable_5 must have been true since the last time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
59/69,The condition variable_3 implies that variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → ((variable_2 > variable_5) S (variable_1 = variable_6))),False
60/70,The condition variable_3 implies that variable_2 is greater than variable_5 must have held since once in the past variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
61/71,The condition variable_3 implies variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),True
61/72,In the past it has always been the case that if variable_4 is true and previously variable_1 was equal to variable_6 then since that time it has held that if variable_3 is true then variable_2 is greater than variable_5,(variable_3 → (variable_2 > variable_5)) S (O (variable_4 ∧ Y (variable_1 = variable_6))),G((variable_4 ∧ Y(variable_1 = variable_6)) → ((variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6))),
62/73,The condition variable_3 implies variable_2 is greater than variable_5 must have held continuously since at some past time variable_1 was equal to variable_6,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),G((variable_3 -> (variable_2 > variable_5)) S (variable_1 = variable_6)),
62/74,The condition variable_3 implies that variable_2 is greater than variable_5 has been true since once in the past variable_1 was equal to variable_6,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5) S (variable_1 = variable_6)),False
63/75,The condition that variable_3 implies variable_2 is greater than variable_5 must hold since the last time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
64/76,The condition variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was less than variable_6 was true.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 < variable_6),True
65/77,The condition that variable_3 implies variable_2 is greater than variable_5 must hold since the last time variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
66/78,The condition variable_3 implies that variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
67/79,The condition variable_3 implies that variable_2 is greater than variable_5 must have held since once in the past variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),True
68/80,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
69/81,The condition variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was less than variable_6 occurred.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 < variable_6)),G((variable_3 → (variable_2 > variable_5)) S (variable_1 < variable_6)),
70/82,The condition variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was less than variable_6 was true,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 < variable_6),True
71/83,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
71/84,The condition variable_3 implies that variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5) S O(variable_1 < variable_6)),False
72/85,The condition that variable_3 implies variable_2 is greater than variable_5 must hold since once in the past it was the case that previously variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (Y (variable_1 = variable_6))),(variable_3 → (variable_2 > variable_5)) S (O (Y (variable_1 = variable_6))),True
73/86,The condition variable_3 implies variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),True
74/87,The condition variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
75/88,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
76/89,The condition variable_3 implies that variable_2 is greater than variable_5 must have been true since the last time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
77/90,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
78/91,The condition that variable_3 implies variable_2 is greater than variable_5 must hold since the last time variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
79/92,The condition variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was less than variable_6 occurred,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 < variable_6),True
80/93,The condition variable_3 implies that variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
81/94,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
82/95,The condition variable_3 implies variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5)) S O (variable_1 < variable_6),True
83/96,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
83/97,The condition variable_3 implies that variable_2 is greater than or equal to variable_5 has held since once in the past variable_1 was less than variable_6.,(variable_3 → (variable_2 ≥ variable_5)) S (O (variable_1 < variable_6)),(variable_3 → (variable_2 ≥ variable_5) S (O (variable_1 < variable_6))),False
84/98,The condition variable_3 implies that variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
85/99,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
86/100,The condition that variable_3 implies variable_2 is greater than variable_5 must have been true since the most recent time in the past when variable_1 was equal to variable_6.,(variable_3 → (variable_2 > variable_5)) S (O (variable_1 = variable_6)),(variable_3 → (variable_2 > variable_5)) S (variable_1 = variable_6),True
